name,platform,r-date,developer,genre,players
Fire Emblem: Awakening,3DS,04-Feb-13,IntelligentSystems,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",No Online Multiplayer
Age of Empires II: The Age of Kings,PC,30-Sep-99,EnsembleStudios,"Strategy,Real-Time,Historic,Historic,Command",Up to 8 
Final Fantasy X,PlayStation2,17-Dec-01,SquareSoft,"Role-Playing,Console-style RPG",1 Player
Prince of Persia: The Sands of Time,GameCube,18-Nov-03,Ubisoft,"Action Adventure,Fantasy",1 Player
The Walking Dead: A Telltale Games Series,Xbox360,27-Apr-12,TelltaleGames,"Miscellaneous,Adventure,Compilation,Compilation,Point-and-Click",No Online Multiplayer
Unreal Tournament (1999),PC,30-Nov-99,EpicGames,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1-32 
Sid Meier's Alpha Centauri,PC,12-Feb-99,FiraxisGames,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",No info
Wave Race 64,Nintendo64,01-Nov-96,Nintendo,"Driving,Racing,Snow / Water",02-Jan
Divinity: Original Sin II - Definitive Edition,PlayStation4,31-Aug-18,LarianStudiosGames,"Role-Playing,Western-Style",Up to 4 
Galactic Civilizations II: Twilight of the Arnor,PC,30-Apr-08,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",1 Player
Super Smash Bros. for Wii U,WiiU,21-Nov-14,BandaiNamcoGames,"Action,Fighting,Fighting,3D,2D,2D,3D",Up to 8 
Guitar Hero II,PlayStation2,07-Nov-06,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",02-Jan
Final Fantasy VII,PlayStation,03-Sep-97,SquareSoft,"Role-Playing,Console-style RPG",1 Player
Rock Band,PlayStation3,20-Nov-07,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",4  Online
Chrono Trigger,DS,25-Nov-08,TOSE,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer
Bayonetta 2,Switch,16-Feb-18,"Nintendo,PlatinumGames","Action Adventure,Linear",No Online Multiplayer
Journey,PlayStation3,13-Mar-12,ThatGameCompany,"Action,Adventure,General,Platformer,Platformer,3D,3D",No Online Multiplayer
Xenoblade Chronicles,Wii,06-Apr-12,MonolithSoft,"Role-Playing,Action RPG,Console-style RPG,Action RPG",No Online Multiplayer
Conker's Bad Fur Day,Nintendo64,04-Mar-01,RareLtd.,"Action,Platformer,3D",No info
Medal of Honor,PlayStation,31-Oct-99,DreamworksInteractive,"Action,Shooter,First-Person,Historic",02-Jan
PaRappa the Rapper,PlayStation,31-Oct-97,NanaOn-Sha,"Miscellaneous,Rhythm,Music",1 Player
Rock Band 2,Xbox360,14-Sep-08,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",04-Jan
Mario Kart 8 Deluxe,Switch,28-Apr-17,Nintendo,"Other,Racing,Arcade,Automobile",Up to 12 
The ICO & Shadow of the Colossus Collection,PlayStation3,27-Sep-11,BluepointGames,"Miscellaneous,Action Adventure,Fantasy,Compilation,Compilation",No Online Multiplayer
Rayman Origins,Wii,15-Nov-11,UBlartMontpellier,"Action,Action Adventure,Platformer,Fantasy,Platformer,2D,2D",04-Jan
Metroid Prime 2: Echoes,GameCube,15-Nov-04,RetroStudios,"Action,Shooter,First-Person,Sci-Fi",04-Jan
Out of the Park Baseball 17,PC,22-Mar-16,OutOfTheParkDevelopments,"Sports,Baseball,Sim,Team",No info
Metroid Fusion,GameBoyAdvance,17-Nov-02,Nintendo,"Action Adventure,Sci-Fi",1 Player
The Witcher 3: Wild Hunt - Blood and Wine,PC,30-May-16,CDProjektRedStudio,"Role-Playing,Action RPG",No info
Final Fantasy VI Advance,GameBoyAdvance,05-Feb-07,TOSE,"Role-Playing,Console-style RPG",02-Jan
Rayman Legends,WiiU,03-Sep-13,UbisoftMontpellier,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer
Tiger Woods PGA Tour 2003,PC,31-Oct-02,Headgate,"Sports,Traditional,Individual,Golf,Sim,Sim",08-Jan
Madden NFL 2005,Xbox,09-Aug-04,EATiburon,"Sports,Traditional,Football,Sim",2  Online
Super Street Fighter IV,Xbox360,27-Apr-10,Capcom,"Action,Fighting,Fighting,3D,2D,3D",Up to 8 
Pac-Man Championship Edition DX,PlayStation3,23-Nov-10,NamcoBandaiGames,"Adventure,General,Action,General,General,Arcade",No info
Rock Band 2,PlayStation3,19-Oct-08,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",4  Online
Microsoft Flight Simulator,PC,18-Aug-20,AsoboStudio,"Simulation,Flight,Civilian",Online Multiplayer
Dark Souls II,Xbox360,11-Mar-14,FromSoftware,"Action RPG,Role-Playing,Action RPG",Up to 4 
Dishonored,PC,08-Oct-12,ArkaneStudios,"Action Adventure,Modern,General,Modern",No Online Multiplayer
ESPN NFL Football,PlayStation2,03-Sep-03,VisualConcepts,"Sports,Traditional,Football,Sim",16-Jan
Medal of Honor: Allied Assault,PC,20-Jan-02,2015,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No info
Myth: The Fallen Lords,PC,31-Oct-97,"BungieSoftware,Bungie","Strategy,Real-Time,Fantasy,General,Fantasy",16-Jan
LittleBigPlanet 2,PlayStation3,18-Jan-11,MediaMolecule,"Action,Platformer,Platformer,3D,2D,3D",4  Online
INSIDE,Switch,28-Jun-18,PLAYDEAD,"Action,Platformer,2D",No Online Multiplayer
Guitar Hero,PlayStation2,07-Nov-05,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",02-Jan
World of Warcraft: Wrath of the Lich King,PC,13-Nov-08,BlizzardEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer
Rock Band 3,Wii,26-Oct-10,BackboneEntertainment,"Action,Miscellaneous,Rhythm,Music,Music",No info
Metroid Prime Trilogy,Wii,24-Aug-09,RetroStudios,"Action,Miscellaneous,Shooter,Compilation,Compilation,First-Person,Sci-Fi",No Online Multiplayer
Overwatch,PC,23-May-16,BlizzardEntertainment,"General,Action,Shooter,First-Person,Tactical",Up to 12 
F1 Challenge '99-'02,PC,24-Jun-03,ElectronicArts,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",08-Jan
Tony Hawk's Pro Skater 4,GameCube,23-Oct-02,NeversoftEntertainment,"Sports,Alternative,Skateboarding",08-Jan
Madden NFL 2001,PlayStation2,23-Oct-00,EASports,"Sports,Traditional,Football,Sim",08-Jan
Baldur's Gate,PC,21-Dec-98,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",Up to 6 
Bayonetta 2,WiiU,20-Sep-14,PlatinumGames,"Action Adventure,Fantasy,Fantasy,Linear",No Online Multiplayer
The Witcher 3: Wild Hunt,XboxOne,19-May-15,CDProjektRedStudio,"Action RPG,Role-Playing,Action RPG",No Online Multiplayer
Rock Band 3,PlayStation3,26-Oct-10,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",No info
Klonoa 2: Lunatea's Veil,PlayStation2,25-Jul-01,Namco,"Action,Platformer,3D",1 Player
IL-2 Sturmovik,PC,18-Nov-01,"1C,1CEntertainment","Simulation,Flight,WWII,WWII,Combat",1-32 
Mario Tennis,Nintendo64,28-Aug-00,CamelotSoftwarePlanning,"Sports,Traditional,Tennis",No info
FreeSpace 2,PC,30-Sep-99,VolitionInc.,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",08-Jan
Colony Wars,PlayStation,31-Oct-97,Psygnosis,"Simulation,Sci-Fi,Small Spaceship",1 Player
Metal Gear Solid V: The Phantom Pain,PC,01-Sep-15,KojimaProductions,"Action Adventure,Modern,Open-World",Up to 16 
Ratchet & Clank: Up Your Arsenal,PlayStation2,03-Nov-04,InsomniacGames,"Action,Platformer,3D",8  Online
Resident Evil,GameCube,30-Apr-02,Capcom,"Action Adventure,Horror",1 Player
FIFA Soccer 10,PlayStation3,20-Oct-09,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",No info
Assassin's Creed II,PlayStation3,17-Nov-09,UbisoftMontreal,"Action Adventure,Historic,Historic,Open-World",No Online Multiplayer
Metal Gear Solid 3: Snake Eater,PlayStation2,17-Nov-04,KCEJ,"Action Adventure,Modern",1 Player
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Switch,27-Sep-19,SquareEnix,"Role-Playing,Japanese-Style",No Online Multiplayer
Twisted Metal: Black,PlayStation2,18-Jun-01,IncognitoInc.,"Driving,Car Combat",04-Jan
Spyro: Year of the Dragon,PlayStation,23-Oct-00,InsomniacGames,"Action,Platformer,3D",1 Player
Tomb Raider,PlayStation,15-Nov-96,CoreDesignLtd.,"Action Adventure,Modern",1 Player
Overwatch,XboxOne,23-May-16,BlizzardEntertainment,"Action,Shooter,First-Person,Tactical",Up to 12 
Sekiro: Shadows Die Twice,XboxOne,22-Mar-19,FromSoftware,"Action Adventure,General",No Online Multiplayer
Resident Evil 4: Wii Edition,Wii,19-Jun-07,Capcom,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer
Shadow of the Colossus,PlayStation2,18-Oct-05,SCEJapanStudio,"Action Adventure,Fantasy",1 Player
Forza Horizon 3,XboxOne,23-Sep-16,PlaygroundGames,"Racing,Simulation,Automobile",Up to 12 
Peggle,PlayStation3,19-Nov-09,PopCap,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",No info
The Legend of Zelda: Ocarina of Time / Master Quest,GameCube,28-Feb-03,Nintendo,"Action Adventure,Fantasy",1 Player
Borderlands 2,PlayStation3,18-Sep-12,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 4 
Sonic Mania Plus,Switch,17-Jul-18,"Sega,Tantalus","Action,Platformer,2D",Up to 4 
Tom Clancy's Splinter Cell,PC,19-Feb-03,UbisoftMontreal,"Action Adventure,Modern,General,Modern",No Online Multiplayer
Dead Cells,XboxOne,07-Aug-18,MotionTwin,"Action,Platformer,2D",No Online Multiplayer
Kentucky Route Zero - Act III,PC,06-May-14,CardboardComputer,"Adventure,General",No info
NCAA Football 2003,PlayStation2,20-Jul-02,EASports,"Sports,Traditional,Football,Sim",08-Jan
Crysis,PC,13-Nov-07,Crytek,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No Online Multiplayer
Ninja Gaiden,Xbox,02-Mar-04,TeamNinja,"Action Adventure,Fantasy",1 Player
God of War: Chains of Olympus,PSP,04-Mar-08,ReadyatDawn,"Action Adventure,Fantasy,Fantasy,Linear",No Online Multiplayer
Final Fantasy XIV: Shadowbringers,PlayStation4,02-Jul-19,SquareEnix,"Role-Playing,Massively Multiplayer",No info
DOA2: Hardcore,PlayStation2,25-Oct-00,TeamNinja,"Action,Fighting,3D",04-Jan
World of Warcraft: The Burning Crusade,PC,16-Jan-07,BlizzardEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer
MLB 10: The Show,PlayStation3,02-Mar-10,SCEA,"Sports,Traditional,Team,Baseball,Sim,Sim",2
Shadow of the Colossus,PlayStation4,06-Feb-18,"BluepointGames,SCEJapanStudio","Action Adventure,General",No Online Multiplayer
Yoshi's Island: Super Mario Advance 3,GameBoyAdvance,24-Sep-02,Nintendo,"Action,Platformer,2D",04-Jan
The Witcher 3: Wild Hunt - Blood and Wine,PlayStation4,30-May-16,CDProjektRedStudio,"Role-Playing,Action RPG",No info
Tiger Woods PGA Tour 2005,PC,20-Sep-04,Headgate,"Sports,Traditional,Individual,Golf,Sim,Sim",08-Jan
ESPN NFL Football,Xbox,03-Sep-03,VisualConcepts,"Sports,Traditional,Football,Sim",04-Jan
NCAA Football 2003,GameCube,20-Jul-02,EASports,"Sports,Traditional,Football,Sim",02-Jan
The Longest Journey,PC,16-Nov-00,Funcom,"Adventure,Third-Person,Point-and-Click,Fantasy,Fantasy",1 Player
Tony Hawk's Pro Skater 2,PC,25-Oct-00,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",04-Jan
Star Wars Jedi Knight: Dark Forces II,PC,09-Oct-97,LucasArts,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",Up to 32 
Batman: Arkham Asylum,PC,15-Sep-09,RocksteadyStudios,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer
Halo: Reach,Xbox360,14-Sep-10,Bungie,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",04-Jan
Galactic Civilizations II: Dark Avatar,PC,14-Feb-07,Stardock,"Strategy,Turn-Based,Sci-Fi,Sci-Fi,4X",1 Player
Mass Effect,Xbox360,20-Nov-07,BioWare,"Role-Playing,Action RPG,Console-style RPG,Japanese-Style,Western-Style",No Online Multiplayer
The Operative: No One Lives Forever,PC,11-Nov-00,MonolithProductions,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",16-Jan
Crusader Kings III,PC,01-Sep-20,ParadoxInteractive,"Strategy,Real-Time,General",Online Multiplayer
Forza Motorsport 4,Xbox360,11-Oct-11,Turn10,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 16 
Resident Evil,PlayStation,30-Mar-96,Capcom,"Action Adventure,Horror",1 Player
Battlefield 2,PC,21-Jun-05,DigitalIllusions,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",64  Online
God of War Collection,PlayStation3,17-Nov-09,BluepointGames,"Miscellaneous,Action Adventure,Fantasy,Compilation,Compilation",No Online Multiplayer
Celeste,PlayStation4,25-Jan-18,MattMakesGamesInc.,"Action,Platformer,2D",No Online Multiplayer
Madden NFL 2005,PlayStation2,09-Aug-04,EATiburon,"Sports,Traditional,Football,Sim",2  Online
Tony Hawk's Pro Skater 3,GameCube,13-Nov-01,NeversoftEntertainment,"Sports,Alternative,Skateboarding",No info
Street Fighter IV,PC,01-Jul-09,Capcom,"Action,Fighting,Fighting,3D,2D,3D",2  Online
Fallout 3,PC,28-Oct-08,BethesdaGameStudios,"Role-Playing,First-Person,First-Person,Western-Style",No Online Multiplayer
Batman: Arkham City,PC,21-Nov-11,RocksteadyStudios,"Action Adventure,Fantasy,Fantasy,Open-World",No info
Fez,PC,01-May-13,PolytronCorp.,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer
Planescape: Torment,PC,14-Dec-99,BlackIsleStudios,"Role-Playing,General,PC-style RPG,Western-Style",No Online Multiplayer
Gears of War 3,Xbox360,20-Sep-11,EpicGames,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",Up to 10 
Killzone 2,PlayStation3,27-Feb-09,Guerrilla,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",Up to 32 
Neverwinter Nights,PC,16-Jun-02,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",Online Multiplayer
Batman: Arkham Asylum,PlayStation3,25-Aug-09,RocksteadyStudios,"Action Adventure,Fantasy,General,Fantasy",No Online Multiplayer
Castlevania: Aria of Sorrow,GameBoyAdvance,06-May-03,KCET,"Action,Platformer,2D",02-Jan
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,PC,30-Sep-02,MonolithProductions,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",No info
INSIDE,PlayStation4,23-Aug-16,PLAYDEAD,"Action,Platformer,2D",No info
Legacy of Kain: Soul Reaver,PlayStation,16-Aug-99,CrystalDynamics,"Action Adventure,Horror",1 Player
Dragon Age: Origins,PC,03-Nov-09,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",No Online Multiplayer
Golden Sun,GameBoyAdvance,11-Nov-01,CamelotSoftwarePlanning,"Role-Playing,Console-style RPG",02-Jan
Rayman Legends,PlayStation3,03-Sep-13,UbisoftMontpellier,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer
F1 2020,XboxOne,10-Jul-20,Codemasters,"Racing,Simulation,Automobile",2
Mark of the Ninja,PC,16-Oct-12,KleiEntertainment,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer
Disco Elysium,PC,15-Oct-19,ZA/UM,"Role-Playing,General",No Online Multiplayer
World Soccer Winning Eleven 8 International,PlayStation2,01-Feb-05,KCET,"Sports,Traditional,Soccer,Sim",08-Jan
SteamWorld Heist: Ultimate Edition,Switch,28-Dec-17,Image&Form,"Strategy,Turn-Based,General",No Online Multiplayer
The Legend of Zelda: A Link Between Worlds,3DS,22-Nov-13,Nintendo,"Action RPG,Role-Playing,Action Adventure,General,Action RPG,Open-World",No Online Multiplayer
Spelunky 2,PC,29-Sep-20,"Mossmouth,Bitworks","Action,Platformer,2D",Online Multiplayer
NieR: Automata - Game of the YoRHa Edition,PlayStation4,26-Feb-19,PlatinumGames,"Role-Playing,Action RPG",No Online Multiplayer
Dark Souls II,PC,25-Apr-14,FromSoftware,"Action RPG,Role-Playing,Action RPG",Up to 4 
Castlevania: Circle of the Moon,GameBoyAdvance,10-Jun-01,KCEK,"Action,Platformer,2D",1 Player
Resident Evil 2,PlayStation4,25-Jan-19,CapcomR&DDivision1,"Action Adventure,Survival",No Online Multiplayer
Far Cry 3,Xbox360,04-Dec-12,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 4 
Dark Souls II,PlayStation3,11-Mar-14,FromSoftware,"Action RPG,Role-Playing,Action RPG",Up to 4 
Shovel Knight: Treasure Trove,Switch,03-Mar-17,YachtClubGames,"Action,Platformer,2D",No Online Multiplayer
flower,PlayStation4,15-Nov-13,BluepointGames,"General,Miscellaneous,General",1 Player
Mario Kart DS,DS,14-Nov-05,Nintendo,"Driving,Racing,Arcade,Kart,Kart,Automobile",No Online Multiplayer
Call of Duty,PC,29-Oct-03,InfinityWard,"Action,Shooter,Shooter,First-Person,Third-Person,Historic,Tactical,Historic,Arcade",1-32 
Madden NFL 2004,PC,12-Aug-03,EATiburon,"Sports,Traditional,Team,Football,Sim,Sim",08-Jan
Mario Golf,Nintendo64,30-Jun-99,CamelotSoftwarePlanning,"Sports,Traditional,Golf,Arcade",04-Jan
Crash Bandicoot 3: Warped,PlayStation,31-Oct-98,NaughtyDog,"Action,Platformer,3D",1 Player
Assassin's Creed II,Xbox360,17-Nov-09,UbisoftMontreal,"Action Adventure,Historic,Historic,Open-World",No Online Multiplayer
Project Gotham Racing 2,Xbox,17-Nov-03,BizarreCreations,"Driving,Racing,GT / Street",8  Online
NBA 2K12,PlayStation3,04-Oct-11,VisualConcepts,"Sports,Traditional,Team,Basketball,Sim,Sim",Up to 10 
The Sims 2,PC,14-Sep-04,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",No Online Multiplayer
Animal Crossing: New Horizons,Switch,20-Mar-20,Nintendo,"Simulation,Virtual,Virtual Life",Up to 8 
Final Fantasy XIV: Shadowbringers,PC,02-Jul-19,SquareEnix,"Role-Playing,Massively Multiplayer",No info
World of Warcraft: Cataclysm,PC,07-Dec-10,BlizzardEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer
Half-Life 2,Xbox,15-Nov-05,ValveSoftware,"Action,Shooter,First-Person,Sci-Fi",1 Player
NCAA Football 2003,Xbox,20-Jul-02,EASports,"Sports,Traditional,Football,Sim",04-Jan
Rayman 2: The Great Escape,Nintendo64,31-Oct-99,UbisoftMontpellier,"Action,Platformer,3D",1 Player
Bayonetta,Xbox360,05-Jan-10,PlatinumGames,"Action,Action Adventure,Beat-'Em-Up,Fantasy,Beat-'Em-Up,Linear",No Online Multiplayer
Diablo III: Ultimate Evil Edition,PlayStation4,19-Aug-14,BlizzardEntertainment,"Action RPG,Role-Playing,Action RPG",Up to 4 
Overwatch,PlayStation4,23-May-16,BlizzardEntertainment,"Action,Shooter,First-Person,Tactical",Up to 12 
Far Cry 3,PlayStation3,04-Dec-12,UbisoftMontreal,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",Up to 4 
ICO,PlayStation2,24-Sep-01,SCEJapanStudio,"Action Adventure,Fantasy",1 Player
Tom Clancy's Ghost Recon Advanced Warfighter,Xbox360,09-Mar-06,UbisoftParis,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",16-Jan
FIFA Soccer 12,PlayStation3,27-Sep-11,ElectronicArts,"Sports,Traditional,Team,Soccer,Sim,Sim",No info
World of Goo,PC,12-Oct-08,2DBoy,"Miscellaneous,Puzzle,Action,Puzzle,General,Puzzle,General",No Online Multiplayer
Mario & Luigi: Superstar Saga,GameBoyAdvance,17-Nov-03,AlphadreamCorporation,"Role-Playing,Console-style RPG",04-Jan
Shovel Knight,PlayStation4,21-Apr-15,YachtClubGames,"Action,Platformer,2D",No info
Tony Hawk's Underground,PlayStation2,27-Oct-03,NeversoftEntertainment,"Sports,Alternative,Skateboarding",08-Jan
Marvel vs. Capcom 2,Dreamcast,29-Jun-00,Capcom,"Action,Fighting,2D",No info
Ape Escape,PlayStation,31-May-99,SCEI,"Action,Platformer,3D",1 Player
Syphon Filter,PlayStation,31-Jan-99,Eidetic,"Action,Shooter,Third-Person,Modern",1 Player
Mario & Luigi: Bowser's Inside Story,DS,14-Sep-09,AlphadreamCorporation,"Role-Playing,Action RPG,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer
Trials Evolution,Xbox360,18-Apr-12,"Ubisoft,RedLynx","Driving,Racing,Simulation,Motorcycle,Automobile,Street,Street",No info
Grand Theft Auto IV: The Lost and Damned,Xbox360,17-Feb-09,RockstarNorth,"Action Adventure,Modern,Modern,Open-World",No info
FIFA Soccer 12,Xbox360,27-Sep-11,ElectronicArts,"Sports,Traditional,Team,Soccer,Sim,Sim",No info
Monster Hunter: World - Iceborne,XboxOne,06-Sep-19,Capcom,"Role-Playing,Action RPG",No info
Spelunky,PC,08-Aug-13,"DerekYu,Mossmouth","Action,Platformer,Platformer,2D,2D",No Online Multiplayer
FIFA Soccer 10,Xbox360,20-Oct-09,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",Up to 20 
Ratchet & Clank: Going Commando,PlayStation2,11-Nov-03,InsomniacGames,"Action,Platformer,3D",1 Player
NBA Street Vol. 2,PlayStation2,28-Apr-03,ElectronicArts,"Sports,Traditional,Basketball,Arcade",04-Jan
Tennis 2K2,Dreamcast,24-Oct-01,Hitmaker,"Sports,Traditional,Tennis",No info
Black & White,PC,26-Mar-01,LionheadStudios,"Strategy,Real-Time,Fantasy,General,Fantasy",No info
Fallout 3,PlayStation3,28-Oct-08,BethesdaGameStudios,"Role-Playing,First-Person,First-Person,Western-Style",No Online Multiplayer
The Legend of Zelda: The Wind Waker HD,WiiU,20-Sep-13,"Nintendo,HexaDrive","Action Adventure,Fantasy,Fantasy,Open-World",No Online Multiplayer
ESPN NFL 2K5,PlayStation2,20-Jul-04,VisualConcepts,"Sports,Traditional,Football,Sim",02-Jan
Portal,PC,10-Oct-07,ValveSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1 Player
Tetris Effect,PC,23-Jul-19,EnhanceGames,"Puzzle,Stacking",No Online Multiplayer
The Legend of Zelda: Phantom Hourglass,DS,01-Oct-07,Nintendo,"Action Adventure,Fantasy,Fantasy,Open-World",2
MVP Baseball 2004,PlayStation2,09-Mar-04,EASports,"Sports,Traditional,Baseball,Sim",02-Jan
Tony Hawk's Pro Skater 3,GameBoyAdvance,04-Mar-02,VicariousVisions,"Sports,Alternative,Skateboarding",No info
Dance Dance Revolution,PlayStation,09-May-01,Konami,"Miscellaneous,Rhythm,Dancing",02-Jan
NHL 2001,PC,28-Sep-00,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",08-Jan
Advance Wars: Dual Strike,DS,22-Aug-05,IntelligentSystems,"Strategy,Turn-Based,Modern,Modern,Tactics",No Online Multiplayer
Rayman Legends,PlayStation4,18-Feb-14,UbisoftMontpellier,"Platformer,2D,Action,Platformer,2D",No Online Multiplayer
MLB 11: The Show,PlayStation3,08-Mar-11,SCEASanDiegoStudios,"Sports,Traditional,Team,Baseball,Sim,Sim",Up to 4 
NieR: Automata - Become as Gods Edition,XboxOne,26-Jun-18,PlatinumGames,"Role-Playing,Action RPG",No Online Multiplayer
Jak and Daxter: The Precursor Legacy,PlayStation2,03-Dec-01,NaughtyDog,"Action,Platformer,3D",1 Player
